ranking,nombre,n,porcentaje,porcentaje_acum,año,sexo
 1,PABLO,168, 4.22,4.22,2006,m
 98,PALOMA,7, 0.18,75.36,2007,f
 85,PALOMA,9, 0.22,70.59,2008,f
 112,PALOMA,6, 0.16,74.48,2010,f
 104,PALOMA,6, 0.16,73.81,2011,f
 118,PALOMA,5, 0.14,76.33,2012,f
 118,PALOMA,5, 0.16,73.63,2016,f
 63,PAOLA,12, 0.32,66.98,2006,f
 88,PAOLA,8, 0.21,73.49,2007,f
 86,PAOLA,9, 0.22,70.8,2008,f
 72,PAOLA,10, 0.26,66.59,2010,f
 74,PAOLA,7, 0.21,68.64,2013,f
 90,PAOLA,6, 0.20,71.89,2015,f
 58,PATRICIA,14, 0.38,65.23,2006,f
 83,PATRICIA,9, 0.23,72.43,2007,f
 81,PATRICIA,10, 0.24,69.69,2008,f
 87,PATRICIA,8, 0.20,70.64,2009,f
 91,PATRICIA,7, 0.19,71.61,2011,f
 104,PATRICIA,5, 0.16,74.28,2014,f
 103,PATRICIA,5, 0.16,74.04,2015,f
 101,PATRICIA,6, 0.19,70.87,2016,f
 2,PAULA,127, 3.41,8.44,2006,f
 2,PAULA,160, 4.15,9.05,2007,f
 2,PAULA,165, 3.98,8.57,2008,f
 1,PAULA,151, 3.73,3.73,2009,f
 1,PAULA,126, 3.30,3.3,2010,f
 5,PAULA,87, 2.34,14.53,2011,f
 3,PAULA,105, 2.87,9.74,2012,f
 5,PAULA,74, 2.27,13,2013,f
 2,PAULA,89, 2.79,5.77,2014,f
 7,PAULA,62, 2.02,16.04,2015,f
 8,PAULA,60, 1.90,18.67,2016,f
 44,PEDRO,17, 0.53,57.61,2016,m
 35,PEDRO,23, 0.68,54.24,2015,m
 46,PEDRO,18, 0.53,58.88,2014,m
 47,PEDRO,18, 0.53,60.99,2013,m
 37,PEDRO,27, 0.68,56.92,2012,m
 29,PEDRO,33, 0.81,51.54,2011,m
 27,PEDRO,42, 1.06,50.16,2010,m
 45,PEDRO,24, 0.56,63.52,2009,m
 41,PEDRO,24, 0.57,61.44,2008,m
 52,PEDRO,18, 0.44,67.64,2007,m
 33,PEDRO,33, 0.83,58.40,2006,m
 15,PELAYO,43, 1.35,32.99,2016,m
 13,PELAYO,56, 1.66,30.61,2015,m
 19,PELAYO,40, 1.17,38.07,2014,m
 11,PELAYO,56, 1.64,26.47,2013,m
 12,PELAYO,73, 1.84,29.77,2012,m
 13,PELAYO,70, 1.72,33.09,2011,m
 13,PELAYO,73, 1.85,30.91,2010,m
 9,PELAYO,97, 2.28,24.48,2009,m
 5,PELAYO,120, 2.86,15.73,2008,m
 5,PELAYO,119, 2.90,15.45,2007,m
 7,PELAYO,114, 2.86,22.48,2006,m
 101,PILAR,7, 0.17,73.51,2008,f
 92,PILAR,7, 0.19,71.8,2011,f
 97,PILAR,6, 0.18,73.21,2013,f
 111,RAFAEL,5, 0.15,78.17,2015,m
 99,RAFAEL,7, 0.21,75.73,2014,m
 88,RAFAEL,8, 0.23,74.29,2013,m
 102,RAFAEL,7, 0.18,77.56,2012,m
 97,RAFAEL,8, 0.20,78.05,2011,m
 89,RAFAEL,7, 0.18,77.32,2010,m
 76,RAFAEL,11, 0.26,75.66,2009,m
 80,RAFAEL,10, 0.24,75.41,2008,m
 77,RAFAEL,10, 0.24,75.71,2007,m
 112,RAMON,5, 0.15,78.32,2015,m
 83,RAMON,9, 0.26,72.16,2014,m
 103,RAMON,7, 0.18,77.74,2012,m
 110,RAMON,6, 0.15,80.17,2011,m
 118,RAMON,5, 0.12,82.46,2007,m
 75,RAMON,10, 0.25,76.19,2006,m
 34,RAQUEL,24, 0.64,53.84,2006,f
 34,RAQUEL,27, 0.70,53.54,2007,f
 52,RAQUEL,17, 0.41,60.4,2008,f
 54,RAQUEL,17, 0.42,61.68,2009,f
 53,RAQUEL,19, 0.50,60.19,2010,f
 62,RAQUEL,12, 0.32,64.71,2011,f
 82,RAQUEL,9, 0.25,70.07,2012,f
 61,RAQUEL,10, 0.31,65.3,2013,f
 79,RAQUEL,7, 0.22,69.92,2014,f
 70,RAQUEL,8, 0.26,67.6,2015,f
 73,RAUL,9, 0.28,68.08,2016,m
 72,RAUL,10, 0.30,70.51,2015,m
 50,RAUL,16, 0.47,60.84,2014,m
 39,RAUL,23, 0.68,56.24,2013,m
 35,RAUL,28, 0.71,55.56,2012,m
 43,RAUL,23, 0.57,61.47,2011,m
 34,RAUL,29, 0.73,56.07,2010,m
 59,RAUL,18, 0.42,69.93,2009,m
 32,RAUL,34, 0.81,55.25,2008,m
 33,RAUL,34, 0.83,56.53,2007,m
 29,RAUL,38, 0.95,54.79,2006,m
 111,RAYAN,5, 0.15,78.10,2013,m
 85,REBECA,8, 0.21,72.81,2006,f
 71,REBECA,11, 0.29,69.34,2007,f
 65,REBECA,14, 0.34,65.15,2008,f
 94,REBECA,7, 0.17,71.9,2009,f
 83,REBECA,8, 0.21,70.08,2011,f
 75,REBECA,10, 0.27,68.29,2012,f
 70,REBECA,8, 0.25,67.69,2013,f
 101,RICARDO,6, 0.18,76.08,2014,m
 90,RICARDO,8, 0.19,78.66,2009,m
 100,RICARDO,6, 0.14,78.84,2008,m
 88,RICARDO,8, 0.19,77.90,2007,m
 81,RN,9, 0.23,73.41,2012,m
 110,ROBERTO,5, 0.16,75.31,2016,m
 90,ROBERTO,7, 0.21,74.74,2015,m
 125,ROBERTO,5, 0.15,79.84,2014,m
 112,ROBERTO,5, 0.15,78.25,2013,m
 82,ROBERTO,9, 0.23,73.63,2012,m
 98,ROBERTO,8, 0.20,78.25,2011,m
 69,ROBERTO,12, 0.30,72.54,2010,m
 77,ROBERTO,11, 0.26,75.92,2009,m
 92,ROBERTO,7, 0.17,77.70,2008,m
 119,ROBERTO,5, 0.12,82.58,2007,m
 70,ROBERTO,11, 0.28,74.93,2006,m
 74,ROCIO,10, 0.27,70.26,2006,f
 43,ROCIO,19, 0.49,58.68,2007,f
 73,ROCIO,12, 0.29,67.62,2008,f
 55,ROCIO,17, 0.42,62.1,2009,f
 65,ROCIO,12, 0.31,64.62,2010,f
 71,ROCIO,10, 0.27,67.23,2011,f
 64,ROCIO,12, 0.33,65.14,2012,f
 95,ROCIO,6, 0.18,72.84,2013,f
 81,ROCIO,8, 0.25,66.66,2016,f
 39,RODRIGO,19, 0.60,54.82,2016,m
 44,RODRIGO,19, 0.56,59.54,2015,m
 28,RODRIGO,30, 0.88,46.89,2014,m
 40,RODRIGO,22, 0.65,56.88,2013,m
 29,RODRIGO,35, 0.88,50.79,2012,m
 31,RODRIGO,32, 0.79,53.12,2011,m
 31,RODRIGO,32, 0.81,53.79,2010,m
 27,RODRIGO,42, 0.99,50.73,2009,m
 27,RODRIGO,41, 0.98,50.80,2008,m
 29,RODRIGO,37, 0.90,53.17,2007,m
 31,RODRIGO,38, 0.95,56.69,2006,m
 95,ROMAN,6, 0.19,72.90,2016,m
 95,ROMAN,8, 0.20,76.28,2012,m
 90,ROMAN,9, 0.22,76.62,2011,m
 110,ROMAN,5, 0.13,80.39,2010,m
 87,ROMAN,8, 0.19,76.86,2008,m
 89,ROMAN,8, 0.19,78.09,2007,m
 101,ROMAN,5, 0.13,80.86,2006,m
 124,ROSA,5, 0.13,76.13,2010,f
 50,RUBEN,14, 0.44,60.37,2016,m
 40,RUBEN,20, 0.59,57.26,2015,m
 39,RUBEN,21, 0.62,54.98,2014,m
 46,RUBEN,19, 0.56,60.46,2013,m
 45,RUBEN,20, 0.50,61.46,2012,m
 48,RUBEN,20, 0.49,64.10,2011,m
 50,RUBEN,19, 0.48,65.62,2010,m
 39,RUBEN,28, 0.66,59.98,2009,m
 25,RUBEN,43, 1.02,48.82,2008,m
 31,RUBEN,35, 0.85,54.87,2007,m
 32,RUBEN,35, 0.88,57.57,2006,m
 108,RUTH,5, 0.13,76.52,2006,f
 107,RUTH,6, 0.16,76.78,2007,f
 102,RUTH,7, 0.17,73.68,2008,f
 105,RUTH,6, 0.15,73.56,2009,f
 119,RUTH,5, 0.16,73.79,2016,f
 106,SALMA,6, 0.15,73.7,2009,f
 120,SALOME,5, 0.13,78.55,2007,f
 91,SAMIRA,6, 0.20,72.09,2015,f
 102,SAMIRA,6, 0.19,71.06,2016,f
 40,SAMUEL,19, 0.60,55.42,2016,m
 41,SAMUEL,20, 0.59,57.85,2015,m
 37,SAMUEL,23, 0.67,53.72,2014,m
 21,SAMUEL,41, 1.20,40.53,2013,m
 28,SAMUEL,37, 0.93,49.91,2012,m
 16,SAMUEL,64, 1.58,37.82,2011,m
 24,SAMUEL,45, 1.14,46.90,2010,m
 19,SAMUEL,59, 1.38,41.81,2009,m
 28,SAMUEL,41, 0.98,51.77,2008,m
 26,SAMUEL,38, 0.93,50.46,2007,m
 30,SAMUEL,38, 0.95,55.74,2006,m
 61,SANDRA,13, 0.35,66.31,2006,f
 42,SANDRA,20, 0.52,58.18,2007,f
 45,SANDRA,22, 0.53,57.33,2008,f
 69,SANDRA,11, 0.27,66.62,2009,f
 70,SANDRA,11, 0.29,66.06,2010,f
 78,SANDRA,9, 0.24,68.95,2011,f
 119,SANDRA,5, 0.14,76.47,2012,f
 76,SANDRA,7, 0.21,69.07,2013,f
 105,SANDRA,5, 0.16,74.44,2014,f
 74,SANTIAGO,9, 0.28,68.36,2016,m
 91,SANTIAGO,7, 0.21,74.95,2015,m
 81,SANTIAGO,9, 0.26,71.63,2014,m
 73,SANTIAGO,10, 0.29,70.56,2013,m
 55,SANTIAGO,16, 0.40,65.84,2012,m
 68,SANTIAGO,12, 0.30,71.22,2011,m
 70,SANTIAGO,12, 0.30,72.84,2010,m
 68,SANTIAGO,14, 0.33,73.36,2009,m
 61,SANTIAGO,14, 0.33,70.25,2008,m
 53,SANTIAGO,18, 0.44,68.08,2007,m
 53,SANTIAGO,17, 0.43,69.61,2006,m
 7,SARA,95, 2.55,22.54,2006,f
 3,SARA,137, 3.55,12.61,2007,f
 3,SARA,119, 2.87,11.45,2008,f
 3,SARA,122, 3.01,10.44,2009,f
 4,SARA,101, 2.65,12.16,2010,f
 1,SARA,138, 3.71,3.71,2011,f
 2,SARA,123, 3.37,6.87,2012,f
 2,SARA,94, 2.88,5.89,2013,f
 4,SARA,74, 2.32,10.54,2014,f
 2,SARA,74, 2.41,5.11,2015,f
 9,SARA,55, 1.74,20.41,2016,f
 78,SARAY,9, 0.24,71.28,2006,f
 79,SARAY,10, 0.26,71.47,2007,f
 112,SARAY,6, 0.14,75.2,2008,f
 88,SARAY,8, 0.20,70.84,2009,f
 61,SARAY,13, 0.34,63.36,2010,f
 79,SARAY,9, 0.24,69.19,2011,f
 107,SARAY,6, 0.16,74.77,2012,f
 61,SAUL,11, 0.34,64.47,2016,m
 45,SAUL,19, 0.56,60.10,2015,m
 73,SAUL,10, 0.29,69.40,2014,m
 48,SAUL,18, 0.53,61.52,2013,m
 46,SAUL,20, 0.50,61.96,2012,m
 42,SAUL,26, 0.64,60.90,2011,m
 45,SAUL,22, 0.56,63.01,2010,m
 32,SAUL,34, 0.80,55.02,2009,m
 48,SAUL,20, 0.48,64.98,2008,m
 49,SAUL,20, 0.49,66.33,2007,m
 45,SAUL,21, 0.53,65.81,2006,m
 97,SEBASTIAN,7, 0.21,75.32,2014,m
 105,SEBASTIAN,5, 0.13,81.36,2006,m
 126,SELENA,5, 0.12,76.91,2008,f
 18,SERGIO,41, 1.28,36.87,2016,m
 16,SERGIO,54, 1.60,35.43,2015,m
 14,SERGIO,51, 1.49,31.62,2014,m
 22,SERGIO,40, 1.17,41.71,2013,m
 13,SERGIO,72, 1.81,31.59,2012,m
 18,SERGIO,52, 1.28,40.40,2011,m
 12,SERGIO,74, 1.87,29.06,2010,m
 12,SERGIO,84, 1.97,30.75,2009,m
 9,SERGIO,97, 2.31,25.90,2008,m
 9,SERGIO,99, 2.41,25.61,2007,m
 8,SERGIO,106, 2.66,25.14,2006,m
 68,SHEILA,11, 0.30,68.54,2006,f
 72,SHEILA,11, 0.29,69.62,2007,f
 61,SHEILA,15, 0.36,63.78,2008,f
 70,SHEILA,11, 0.27,66.89,2009,f
 79,SHEILA,9, 0.24,68.29,2010,f
 108,SHEILA,6, 0.16,74.94,2012,f
 80,SHEILA,7, 0.21,69.93,2013,f
 49,SILVIA,17, 0.46,61.36,2006,f
 48,SILVIA,18, 0.47,61.01,2007,f
 46,SILVIA,22, 0.53,57.86,2008,f
 49,SILVIA,19, 0.47,59.53,2009,f
 73,SILVIA,10, 0.26,66.85,2010,f
 72,SILVIA,10, 0.27,67.5,2011,f
 95,SILVIA,7, 0.19,72.78,2012,f
 73,SILVIA,8, 0.25,68.42,2013,f
 67,SILVIA,8, 0.25,67.16,2014,f
 81,SILVIA,7, 0.23,70.14,2015,f
 82,SILVIA,8, 0.25,66.91,2016,f
 99,SIMON,6, 0.18,76.40,2015,m
 109,SIMON,6, 0.18,77.49,2014,m
 97,SIMON,6, 0.18,76.02,2013,m
 91,SIMON,9, 0.22,76.84,2011,m
 104,SIMON,6, 0.15,79.60,2010,m
 101,SIMON,6, 0.14,78.98,2008,m
 86,SIRA,8, 0.21,73.03,2006,f
 84,SIRA,9, 0.23,72.66,2007,f
 107,SIRA,6, 0.15,73.85,2009,f
 125,SIRA,5, 0.13,76.26,2010,f
 84,SIRA,8, 0.21,70.29,2011,f
 76,SIRA,10, 0.27,68.56,2012,f
 96,SIRA,6, 0.18,73.02,2013,f
 51,SIRA,14, 0.44,62.2,2014,f
 71,SIRA,8, 0.26,67.86,2015,f
 50,SIRA,15, 0.48,56.45,2016,f
 19,SOFIA,39, 1.05,41.11,2006,f
 12,SOFIA,55, 1.43,30.77,2007,f
 11,SOFIA,65, 1.57,28.47,2008,f
 9,SOFIA,83, 2.05,24.54,2009,f
 8,SOFIA,74, 1.94,20.6,2010,f
 7,SOFIA,77, 2.07,18.83,2011,f
 15,SOFIA,46, 1.26,31.71,2012,f
 9,SOFIA,68, 2.08,21.55,2013,f
 3,SOFIA,78, 2.45,8.22,2014,f
 6,SOFIA,64, 2.08,14.02,2015,f
 6,SOFIA,73,2.31,14.87,2016,f
 89,SONIA,7, 0.19,73.59,2006,f
 87,SONIA,9, 0.22,71.02,2008,f
 108,SONIA,6, 0.15,74,2009,f
 91,SORAYA,7, 0.19,73.97,2006,f
 127,SORAYA,5, 0.12,77.03,2008,f
 109,SORAYA,6, 0.15,74.15,2009,f
 101,SORAYA,7, 0.18,72.69,2010,f
 102,SUSANA,5, 0.13,75.71,2006,f
 119,SUSANA,5, 0.12,75.43,2009,f
 120,SUSANA,5, 0.14,76.61,2012,f
 57,TANIA,15, 0.40,64.86,2006,f
 73,TANIA,11, 0.29,69.91,2007,f
 82,TANIA,10, 0.24,69.93,2008,f
 71,TANIA,11, 0.27,67.16,2009,f
 126,TANIA,5, 0.13,76.39,2010,f
 109,TANIA,6, 0.16,75.1,2012,f
 97,TATIANA,6, 0.16,74.99,2006,f
 128,TATIANA,5, 0.12,77.16,2008,f
 121,TATIANA,5, 0.14,76.74,2012,f
 121,TELMA,5, 0.13,78.68,2007,f
 113,TELMA,6, 0.16,74.63,2010,f
 122,TELMA,5, 0.14,76.88,2012,f
 98,TELMA,5, 0.16,73.34,2014,f
 104,TELMA,5, 0.16,74.2,2015,f
 120,TELMA,5, 0.16,73.95,2016,f
 67,TEO,10, 0.31,66.38,2016,m
 83,TEO,8, 0.24,73.23,2015,m
 55,TEO,14, 0.41,63.04,2014,m
 59,TEO,12, 0.35,66.16,2013,m
 70,TEO,12, 0.30,70.66,2012,m
 120,TEO,5, 0.12,81.45,2011,m
 115,TEO,5, 0.12,80.67,2008,m
 94,TERESA,6, 0.16,74.5,2006,f
 108,TERESA,6, 0.16,76.94,2007,f
 129,TERESA,5, 0.12,77.28,2008,f
 95,TERESA,7, 0.17,72.07,2009,f
 91,TERESA,8, 0.21,70.86,2010,f
 102,TERESA,5, 0.15,74,2013,f
 103,TERESA,6, 0.19,71.25,2016,f
 112,THALIA,5, 0.13,77.06,2006,f
 62,THIAGO,11, 0.34,64.82,2016,m
 58,THIAGO,13, 0.38,65.93,2015,m
 77,THIAGO,10, 0.29,70.57,2014,m
 74,THIAGO,10, 0.29,70.85,2013,m
 96,THIAGO,8, 0.20,76.48,2012,m
 113,TIAGO,5, 0.15,78.40,2013,m
 96,TOMAS,6, 0.19,73.09,2016,m
 84,TOMAS,8, 0.24,73.47,2015,m
 62,TOMAS,13, 0.38,65.77,2014,m
 60,TOMAS,12, 0.35,66.51,2013,m
 97,TOMAS,8, 0.20,76.68,2012,m
 69,TOMAS,12, 0.30,71.52,2011,m
 111,TOMAS,5, 0.13,80.52,2010,m
 78,TOMAS,11, 0.26,76.17,2009,m
 90,TOMAS,8, 0.19,78.29,2007,m
 77,TOMAS,9, 0.23,76.64,2006,m
 59,TRIANA,10, 0.33,64.61,2015,f
 92,TRIANA,7, 0.22,69.16,2016,f
 116,TRISTAN,5, 0.15,78.52,2014,m
 111,TRISTAN,6, 0.15,80.32,2011,m
 80,UNAI,8, 0.25,69.86,2016,m
 68,UNAI,11, 0.33,69.33,2015,m
 84,UNAI,9, 0.26,72.42,2014,m
 68,UNAI,11, 0.32,69.09,2013,m
 49,UNAI,18, 0.45,63.35,2012,m
 51,UNAI,18, 0.44,65.43,2011,m
 62,UNAI,14, 0.35,70.33,2010,m
 60,UNAI,18, 0.42,70.35,2009,m
 75,UNAI,11, 0.26,74.22,2008,m
 72,UNAI,12, 0.29,74.39,2007,m
 95,UNAI,6, 0.15,80.03,2006,m
 103,VALENTINA,7, 0.17,73.85,2008,f
 93,VALENTINA,7, 0.19,71.98,2011,f
 66,VALENTINA,11, 0.30,65.77,2012,f
 46,VALENTINA,19, 0.58,59.41,2013,f
 45,VALENTINA,20, 0.63,59.1,2014,f
 50,VALENTINA,14, 0.46,61.26,2015,f
 33,VALENTINA,24, 0.76,46.18,2016,f
 89,VALERIA,8, 0.21,73.7,2007,f
 66,VALERIA,14, 0.34,65.49,2008,f
 48,VALERIA,20, 0.49,59.06,2009,f
 41,VALERIA,24, 0.63,53.69,2010,f
 15,VALERIA,55, 1.48,32.12,2011,f
 6,VALERIA,78, 2.13,16.58,2012,f
 6,VALERIA,73, 2.24,15.24,2013,f
 6,VALERIA,70, 2.20,14.99,2014,f
 8,VALERIA,61, 1.98,18.02,2015,f
 1,VALERIA,89, 2.82,2.82,2016,f
 121,VALLE,5, 0.16,74.1,2016,f
 110,VEGA,6, 0.15,74.3,2009,f
 114,VEGA,6, 0.16,74.79,2010,f
 96,VEGA,7, 0.19,72.97,2012,f
 51,VEGA,14, 0.43,61.86,2013,f
 54,VEGA,12, 0.38,63.39,2014,f
 34,VEGA,28, 0.91,50.55,2015,f
 32,VEGA,25, 0.79,45.42,2016,f
 62,VERA,13, 0.35,66.66,2006,f
 109,VERA,6, 0.16,77.09,2007,f
 62,VERA,15, 0.36,64.14,2008,f
 75,VERA,10, 0.25,68.15,2009,f
 74,VERA,10, 0.26,67.11,2010,f
 54,VERA,15, 0.40,61.83,2011,f
 41,VERA,21, 0.57,55.49,2012,f
 21,VERA,38, 1.16,38.01,2013,f
 11,VERA,48, 1.51,24.65,2014,f
 15,VERA,44, 1.43,29.34,2015,f
 11,VERA,48, 1.52,23.55,2016,f
 99,VERONICA,7, 0.18,75.54,2007,f
 130,VERONICA,5, 0.12,77.4,2008,f
 115,VERONICA,6, 0.16,74.95,2010,f
 99,VERONICA,5, 0.15,73.54,2013,f
 57,VICTOR,12, 0.38,63.10,2016,m
 50,VICTOR,16, 0.47,62.59,2015,m
 33,VICTOR,26, 0.76,50.91,2014,m
 114,VICTOR,5, 0.15,78.54,2013,m
 52,VICTOR,17, 0.43,64.63,2012,m
 44,VICTOR,23, 0.57,62.03,2011,m
 46,VICTOR,22, 0.56,63.57,2010,m
 40,VICTOR,27, 0.63,60.61,2009,m
 52,VICTOR,19, 0.45,66.82,2008,m
 36,VICTOR,31, 0.76,58.89,2007,m
 38,VICTOR,24, 0.60,62.02,2006,m
 43,VICTORIA,18, 0.48,58.57,2006,f
 53,VICTORIA,16, 0.42,63.14,2007,f
 69,VICTORIA,13, 0.31,66.43,2008,f
 56,VICTORIA,17, 0.42,62.52,2009,f
 42,VICTORIA,24, 0.63,54.32,2010,f
 58,VICTORIA,14, 0.38,63.36,2011,f
 83,VICTORIA,9, 0.25,70.31,2012,f
 45,VICTORIA,20, 0.61,58.83,2013,f
 52,VICTORIA,13, 0.41,62.61,2014,f
 51,VICTORIA,14, 0.46,61.71,2015,f
 64,VICTORIA,11, 0.35,61.77,2016,f
 122,VIOLETA,5, 0.16,74.26,2016,f
 110,XANA,6, 0.16,77.25,2007,f
 104,XANA,7, 0.17,74.02,2008,f
 111,XANA,6, 0.15,74.44,2009,f
 94,XANA,7, 0.19,72.17,2011,f
 77,XANA,10, 0.27,68.84,2012,f
 84,XANA,7, 0.21,70.78,2013,f
 105,XANA,5, 0.16,74.37,2015,f
 123,XANA,5, 0.16,74.42,2016,f
 112,XUAN,5, 0.13,80.64,2010,m
 111,XUNE,5, 0.16,75.47,2016,m
 113,XUNE,5, 0.15,78.47,2015,m
 83,XURDE,9, 0.23,73.86,2012,m
 99,XURDE,8, 0.20,78.44,2011,m
 105,XURDE,6, 0.15,79.76,2010,m
 79,XURDE,9, 0.23,77.09,2006,m
 115,YAEL,5, 0.15,78.69,2013,m
 36,YAGO,21, 0.66,53.01,2016,m
 51,YAGO,16, 0.47,63.06,2015,m
 48,YAGO,17, 0.50,59.91,2014,m
 36,YAGO,24, 0.70,54.21,2013,m
 56,YAGO,16, 0.40,66.25,2012,m
 47,YAGO,21, 0.52,63.61,2011,m
 55,YAGO,16, 0.41,67.72,2010,m
 54,YAGO,19, 0.45,67.79,2009,m
 49,YAGO,20, 0.48,65.46,2008,m
 91,YAGO,8, 0.19,78.48,2007,m
 78,YAGO,9, 0.23,76.87,2006,m
 36,YAIZA,21, 0.56,55.02,2006,f
 66,YAIZA,13, 0.34,67.83,2007,f
 57,YAIZA,16, 0.39,62.33,2008,f
 61,YAIZA,14, 0.35,64.37,2009,f
 55,YAIZA,18, 0.47,61.14,2010,f
 55,YAIZA,15, 0.40,62.23,2011,f
 56,YAIZA,13, 0.36,62.33,2012,f
 60,YAIZA,10, 0.31,64.99,2013,f
 68,YAIZA,8, 0.25,67.41,2014,f
 63,YAIZA,9, 0.29,65.78,2015,f
 83,YAIZA,8, 0.25,67.16,2016,f
 64,YANIRA,12, 0.32,67.3,2006,f
 54,YANIRA,16, 0.42,63.55,2007,f
 70,YANIRA,13, 0.31,66.75,2008,f
 120,YANIRA,5, 0.12,75.56,2009,f
 80,YANIRA,9, 0.24,68.53,2010,f
 77,YANIRA,7, 0.21,69.28,2013,f
 77,YANIRA,7, 0.22,69.48,2014,f
 124,YANIRA,5, 0.16,74.58,2016,f
 90,YANIRE,8, 0.21,73.9,2007,f
 84,YARA,8, 0.21,72.6,2006,f
 80,YARA,10, 0.26,71.73,2007,f
 74,YARA,12, 0.29,67.91,2008,f
 89,YARA,8, 0.20,71.04,2009,f
 102,YARA,7, 0.18,72.88,2010,f
 80,YARA,9, 0.24,69.43,2011,f
 84,YARA,8, 0.22,70.53,2012,f
 103,YARA,5, 0.16,74.12,2014,f
 113,YASMIN,6, 0.14,75.34,2008,f
 104,YASMIN,5, 0.15,74.31,2013,f
 111,YASMINA,5, 0.13,76.92,2006,f
 114,YERAI,5, 0.15,78.22,2014,m
 120,YERAI,5, 0.12,82.70,2007,m
 92,YERAY,7, 0.21,75.16,2015,m
 91,YERAY,8, 0.23,74.06,2014,m
 98,YERAY,6, 0.18,76.20,2013,m
 61,YERAY,13, 0.33,67.94,2012,m
 92,YERAY,9, 0.22,77.06,2011,m
 77,YERAY,11, 0.28,74.79,2010,m
 55,YERAY,19, 0.45,68.24,2009,m
 81,YERAY,10, 0.24,75.65,2008,m
 73,YERAY,12, 0.29,74.68,2007,m
 47,YERAY,20, 0.50,66.84,2006,m
 97,YOEL,6, 0.19,73.28,2016,m
 85,YOEL,8, 0.24,73.71,2015,m
 71,YOEL,10, 0.29,68.82,2014,m
 93,YOEL,7, 0.21,75.32,2013,m
 72,YOEL,11, 0.28,71.21,2012,m
 112,YOEL,6, 0.15,80.46,2011,m
 113,YOEL,5, 0.13,80.77,2010,m
 96,YOEL,7, 0.16,79.65,2009,m
 102,YOEL,6, 0.14,79.12,2008,m
 92,YOEL,8, 0.19,78.68,2007,m
 110,YOLANDA,5, 0.13,76.79,2006,f
 77,ZAIRA,9, 0.24,71.04,2006,f
 105,ZAIRA,7, 0.17,74.18,2008,f
 76,ZAIRA,10, 0.25,68.4,2009,f
 103,ZAIRA,7, 0.18,73.06,2010,f
 123,ZAIRA,5, 0.14,77.02,2012,f
 71,ZAIRA,8, 0.25,67.93,2013,f
 102,ZAIRA,5, 0.16,73.96,2014,f
 81,ZOE,9, 0.24,68.76,2010,f
 95,ZOE,7, 0.19,72.36,2011,f
 89,ZOE,8, 0.22,71.63,2012,f
 91,ZOE,6, 0.18,72.1,2013,f
 64,ZOE,8, 0.25,66.41,2014,f
 56,ZOE,11, 0.36,63.63,2015,f
 65,ZOE,11, 0.35,62.12,2016,f
